_unit_id;_id;_created_at;_started_at;_worker_id;question_text;question_id;total_number_of_boxes;nothing-to-box;score-region/0;score-region/1;score-region/2;score-region/3;score-region/4;score-region/5;score-region/6;score-region/7;score-region/8;score-region/9;score-region/10;score-region/11;score-region/12;score-region/13;score-region/14;score-region/15;score-region/16;score-region/17;score-region/18;score-region/19;score-region/20;score-region/21;score-region/22;score-region/23;score-region/24;score-region/25;score-region/26;score-region/27;score-region/28;score-region/29;score-region/30;score-region/31;score-region/32;score-region/33;score-region/34;score-region/35;score-region/36;score-region/37;score-region/38;score-region/39;score-region/40;score-region/41;score-region/42;score-region/43;score-region/44;score-region/45;score-region/46;score-region/47;score-region/48;score-region/49;score-region/50;score-region/51;score-region/52;score-region/53;score-region/54;score-region/55;score-region/56;score-region/57;score-region/58;score-region/59;score-region/60;score-region/61;score-region/62;score-region/63;score-region/64
1408295994;2923773993;10/16/2017 13:02:55;10/16/2017 13:02:12;43825820;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2923835276;10/16/2017 13:31:07;10/16/2017 13:30:29;43954699;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2923866807;10/16/2017 13:46:02;10/16/2017 13:45:20;3696575;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2923873783;10/16/2017 13:49:35;10/16/2017 13:48:55;43895574;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2923980416;10/16/2017 14:29:41;10/16/2017 14:29:25;35493190;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924053537;10/16/2017 14:53:26;10/16/2017 14:53:01;29768955;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924062576;10/16/2017 14:56:02;10/16/2017 14:53:54;23315199;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924067391;10/16/2017 14:57:18;10/16/2017 14:56:13;43967196;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924075592;10/16/2017 14:59:48;10/16/2017 14:59:17;43943162;Why is the painting hanging here?;1;7;0;0.09977945361411497;0.019488555684379193;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924091333;10/16/2017 15:04:41;10/16/2017 15:04:14;18972023;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924215535;10/16/2017 15:44:31;10/16/2017 15:43:59;43967206;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924217248;10/16/2017 15:45:08;10/16/2017 15:44:53;35290104;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924248571;10/16/2017 15:56:17;10/16/2017 15:55:58;37807663;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924340054;10/16/2017 16:29:56;10/16/2017 16:28:18;43953613;Why is the painting hanging here?;1;7;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924346072;10/16/2017 16:32:22;10/16/2017 16:31:42;28776776;Why is the painting hanging here?;1;7;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924375344;10/16/2017 16:44:59;10/16/2017 16:44:06;18666417;Why is the painting hanging here?;1;7;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924376585;10/16/2017 16:45:28;10/16/2017 16:45:03;37673989;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924383188;10/16/2017 16:47:42;10/16/2017 16:47:17;27914150;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924388633;10/16/2017 16:49:25;10/16/2017 16:46:37;11257883;Why is the painting hanging here?;1;7;0;0;0.0017949123032659465;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295994;2924509058;10/16/2017 17:30:42;10/16/2017 17:28:46;25255063;Why is the painting hanging here?;1;7;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923227959;10/16/2017 09:01:58;10/16/2017 09:01:11;43672220;Has the right forearm been painted later?;25;22;0;1;0.43991480382984655;0;0.4686958070473102;0.2713632060586936;0;0.03213636057400795;0.33174625922918094;0.38162354122918374;0;0.4201990416513085;0.3073555166374781;0.3778878187105863;0;0;0;0;0;0;0.18193766524488447;0.25187800238578845;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923247234;10/16/2017 09:10:45;10/16/2017 09:10:06;27770607;Has the right forearm been painted later?;25;22;0;0.43991480382984655;1;0;0.7687368236120872;0.634587644203065;0;0.05720153394982424;0.5281998012151286;0.7716892169709453;0;0.2858229292097091;0.6335970910893953;0.6640597508621296;0.02658893108909226;0;0;0.018219330265037297;0;0.00707299552412002;0.30991933305302805;0.4769259599574427;0.0006576856388519137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923309306;10/16/2017 09:40:57;10/16/2017 09:38:59;43734018;Has the right forearm been painted later?;25;22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923328815;10/16/2017 09:49:47;10/16/2017 09:48:46;43883861;Has the right forearm been painted later?;25;22;0;0.4686958070473102;0.7687368236120872;0;1;0.5530740935365213;0.004439297432928006;0.06453512027321932;0.6733558444057558;0.7279625739389909;0.004282358449110674;0.25365817077400427;0.5713177507087909;0.8062538922445327;0.033176180626926156;0;0;0.02217311842820932;0;0.013231906221490033;0.38763829155730406;0.5374018683302705;0.00879867800957269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923476265;10/16/2017 11:00:19;10/16/2017 10:59:37;43943114;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923541309;10/16/2017 11:32:32;10/16/2017 11:31:57;43805225;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923593576;10/16/2017 11:52:19;10/16/2017 11:51:44;18985376;Has the right forearm been painted later?;25;22;0;0.2713632060586936;0.634587644203065;0;0.5530740935365213;1;0;0.03992376286541619;0.4117829320113314;0.7037077439608257;0;0.31388533515813277;0.7542521343829693;0.5041955532262751;0.012226163581161895;0;0;0.006803491945499542;0;0;0.27457132459708655;0.39759647935003384;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923640335;10/16/2017 12:08:14;10/16/2017 12:04:20;38202325;Has the right forearm been painted later?;25;22;0;0;0;0;0.004439297432928006;0;1;0.06426194331983806;0.010109564084599013;0;0.9340397873917691;0;0;0.006902941980772652;0.48019833930663935;0;0;0.5075982884663354;0.37020195063596617;0.7781814580444731;0.01854912137189513;0.03333171515229546;0.829192332840084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923719091;10/16/2017 12:40:44;10/16/2017 12:37:00;43891892;Has the right forearm been painted later?;25;22;0;0.03213636057400795;0.05720153394982424;0;0.06453512027321932;0.03992376286541619;0.06426194331983806;1;0.08984637517011353;0.050768307573328966;0.06002321187584345;0.01825910931174089;0.036061450341763224;0.07784922423991375;0.13382375168690958;0.033738191632928474;0;0.1266;0.033738191632928474;0.0738502024291498;0.12743580367483026;0.1039573560028032;0.0648582995951417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923735473;10/16/2017 12:47:46;10/16/2017 12:46:47;40176271;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923770704;10/16/2017 13:01:35;10/16/2017 13:01:10;43825820;Has the right forearm been painted later?;25;22;0;0.33174625922918094;0.5281998012151286;0;0.6733558444057558;0.4117829320113314;0.010109564084599013;0.08984637517011353;1;0.5343215699486229;0.010203531109642438;0.17954107549483272;0.3960134683294813;0.7668209807182346;0.04808318259670565;0;0;0.031679887202111054;0;0.02140299632526147;0.5484241651062479;0.7507048410448091;0.017147114428926753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923832578;10/16/2017 13:29:41;10/16/2017 13:29:18;43954699;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923863803;10/16/2017 13:44:31;10/16/2017 13:43:51;3696575;Has the right forearm been painted later?;25;22;0;0.38162354122918374;0.7716892169709453;0;0.7279625739389909;0.7037077439608257;0;0.050768307573328966;0.5343215699486229;1;0;0.3015149286659803;0.7071895599620265;0.6696230398614144;0.010846985638411355;0;0;0.005825321582120208;0;0;0.3093968529898751;0.45210489409033755;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923868578;10/16/2017 13:47:01;10/16/2017 13:45:09;43895574;Has the right forearm been painted later?;25;22;0;0;0;0;0.004282358449110674;0;0.9340397873917691;0.06002321187584345;0.010203531109642438;0;1;0;0;0.006742898117630358;0.44852435475185404;0;0;0.47411699743952174;0.3813855370183695;0.8028467474311303;0.01871113398724475;0.03352278283679539;0.8594163177057798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2923979220;10/16/2017 14:29:04;10/16/2017 14:28:39;35493190;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924049227;10/16/2017 14:52:14;10/16/2017 14:51:22;29768955;Has the right forearm been painted later?;25;22;0;0.4201990416513085;0.2858229292097091;0;0.25365817077400427;0.31388533515813277;0;0.01825910931174089;0.17954107549483272;0.3015149286659803;0;1;0.3869346733668342;0.2045128874861693;0;0;0;0;0;0;0.09846466443053147;0.1363163748911887;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924051400;10/16/2017 14:52:52;10/16/2017 14:51:39;23315199;Has the right forearm been painted later?;25;22;0;0.3073555166374781;0.6335970910893953;0;0.5713177507087909;0.7542521343829693;0;0.036061450341763224;0.3960134683294813;0.7071895599620265;0;0.3869346733668342;1;0.47967568155846985;0.0025358764091499876;0;0;0;0;0;0.22852239168045463;0.31972386110842443;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924059476;10/16/2017 14:55:07;10/16/2017 14:54:19;43967196;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924059792;10/16/2017 14:55:13;10/16/2017 14:54:43;43943162;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924083971;10/16/2017 15:02:20;10/16/2017 15:01:14;18972023;Has the right forearm been painted later?;25;22;0;0.3778878187105863;0.6640597508621296;0;0.8062538922445327;0.5041955532262751;0.006902941980772652;0.07784922423991375;0.7668209807182346;0.6696230398614144;0.006742898117630358;0.2045128874861693;0.47967568155846985;1;0.03703503901099384;0;0;0.025868636730924623;0;0.01665262127397599;0.4610697257464976;0.6395242343146;0.011839933664479402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924211369;10/16/2017 15:43:12;10/16/2017 15:42:35;43967206;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924215754;10/16/2017 15:44:36;10/16/2017 15:44:15;35290104;Has the right forearm been painted later?;25;22;0;0;0.02658893108909226;0;0.033176180626926156;0.012226163581161895;0.48019833930663935;0.13382375168690958;0.04808318259670565;0.010846985638411355;0.44852435475185404;0;0.0025358764091499876;0.03703503901099384;1;0;0;0.8952092867946023;0.25210914510797333;0.5518467499097449;0.06217243901354895;0.07509842445022644;0.4846546205555679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924245099;10/16/2017 15:55:04;10/16/2017 15:54:38;37807663;Has the right forearm been painted later?;25;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924333275;10/16/2017 16:27:14;10/16/2017 16:26:45;43953613;Has the right forearm been painted later?;25;22;0;0;0;0;0;0;0;0.033738191632928474;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924343102;10/16/2017 16:31:10;10/16/2017 16:30:40;28776776;Has the right forearm been painted later?;25;22;0;0;0.018219330265037297;0;0.02217311842820932;0.006803491945499542;0.5075982884663354;0.1266;0.031679887202111054;0.005825321582120208;0.47411699743952174;0;0;0.025868636730924623;0.8952092867946023;0;0;1;0.2664944046834793;0.5833349322997614;0.04308811786943596;0.05885353252821745;0.5123088435635206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924371590;10/16/2017 16:43:21;10/16/2017 16:42:10;18666417;Has the right forearm been painted later?;25;22;0;0;0;0;0;0;0.37020195063596617;0.033738191632928474;0;0;0.3813855370183695;0;0;0;0.25210914510797333;0;0;0.2664944046834793;1;0.4371858752947454;0;0;0.4098803550752605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924374654;10/16/2017 16:44:40;10/16/2017 16:44:12;37673989;Has the right forearm been painted later?;25;22;0;0;0.00707299552412002;0;0.013231906221490033;0;0.7781814580444731;0.0738502024291498;0.02140299632526147;0;0.8028467474311303;0;0;0.01665262127397599;0.5518467499097449;0;0;0.5833349322997614;0.4371858752947454;1;0.031429352135328846;0.04896525507903138;0.878241324488789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924375853;10/16/2017 16:45:13;10/16/2017 16:43:53;11257883;Has the right forearm been painted later?;25;22;0;0.18193766524488447;0.30991933305302805;0;0.38763829155730406;0.27457132459708655;0.01854912137189513;0.12743580367483026;0.5484241651062479;0.3093968529898751;0.01871113398724475;0.09846466443053147;0.22852239168045463;0.4610697257464976;0.06217243901354895;0;0;0.04308811786943596;0;0.031429352135328846;1;0.581555345124736;0.02698391164834313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924377477;10/16/2017 16:45:50;10/16/2017 16:44:51;27914150;Has the right forearm been painted later?;25;22;0;0.25187800238578845;0.4769259599574427;0;0.5374018683302705;0.39759647935003384;0.03333171515229546;0.1039573560028032;0.7507048410448091;0.45210489409033755;0.03352278283679539;0.1363163748911887;0.31972386110842443;0.6395242343146;0.07509842445022644;0;0;0.05885353252821745;0;0.04896525507903138;0.581555345124736;1;0.04244597749301035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295995;2924405022;10/16/2017 16:55:27;10/16/2017 16:54:36;35903629;Has the right forearm been painted later?;25;22;0;0;0.0006576856388519137;0;0.00879867800957269;0;0.829192332840084;0.0648582995951417;0.017147114428926753;0;0.8594163177057798;0;0;0.011839933664479402;0.4846546205555679;0;0;0.5123088435635206;0.4098803550752605;0.878241324488789;0.02698391164834313;0.04244597749301035;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923233532;10/16/2017 09:04:33;10/16/2017 09:04:09;43672220;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923260829;10/16/2017 09:16:42;10/16/2017 09:12:54;27770607;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923327276;10/16/2017 09:49:10;10/16/2017 09:47:23;43734018;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923335453;10/16/2017 09:53:11;10/16/2017 09:52:28;43883861;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923485005;10/16/2017 11:04:35;10/16/2017 11:03:17;43943114;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923546502;10/16/2017 11:34:57;10/16/2017 11:34:15;43805225;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923599545;10/16/2017 11:54:13;10/16/2017 11:53:59;18985376;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923660756;10/16/2017 12:16:34;10/16/2017 12:14:26;38202325;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923754520;10/16/2017 12:55:13;10/16/2017 12:54:16;43891892;Is this a very early Rembrandt?;54;9;0;1;0.013864768821046213;0.026884712438427286;0.026884712438427286;0;0.7658651625959977;0.000995862975544226;0.000995862975544226;0.026884712438427286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923763415;10/16/2017 12:58:50;10/16/2017 12:58:16;40176271;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923775816;10/16/2017 13:03:47;10/16/2017 13:03:34;43825820;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923839036;10/16/2017 13:32:53;10/16/2017 13:32:26;43954699;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923870312;10/16/2017 13:47:54;10/16/2017 13:47:28;3696575;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2923981881;10/16/2017 14:30:26;10/16/2017 14:30:09;35493190;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924058990;10/16/2017 14:54:58;10/16/2017 14:54:41;29768955;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924077029;10/16/2017 15:00:15;10/16/2017 14:58:00;43967196;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924089464;10/16/2017 15:04:07;10/16/2017 15:03:34;43943162;Is this a very early Rembrandt?;54;9;0;0.013864768821046213;1;0;0;0;0.010744;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924097895;10/16/2017 15:06:42;10/16/2017 15:06:04;18972023;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924130096;10/16/2017 15:16:41;10/16/2017 15:15:20;43895574;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924219263;10/16/2017 15:45:53;10/16/2017 15:45:18;43967206;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408295996;2924252538;10/16/2017 15:57:39;10/16/2017 15:57:26;37807663;Is this a very early Rembrandt?;54;9;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
