orig_id,gold,hypothesis,text,uqs,uqs_initial,true,false,true_initial,false_initial
294,1,The G8 summit will last three days.,The three-day G8 summit will take place in Scotland.,1.0,1.0,1.0,0.0,1.0,0.0
298,1,Neither Italy nor Germany have won yet.,"Italy and Germany have each played twice, and they haven&apos;t beaten anybody yet.",0.8654491727121676,0.8,0.9359774643297336,0.0640225356702664,0.9,0.1
300,1,Latvia has beaten Turkey.,"Latvia, for instance, is the lowest-ranked team in the field but defeated World Cup semifinalist Turkey in a playoff to qualify for the final 16 of Euro 2004.",0.8654491727121676,0.8,0.9359774643297336,0.0640225356702664,0.9,0.1
303,1,England will play the quarter-finals of Euro 2004.,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.,0.672273264703661,0.6444444444444445,0.8222796932022112,0.17772030679778883,0.8,0.2
305,1,France will play England in the Euro 2004 quarter-finals.,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.,0.4496610839333578,0.4444444444444444,0.4319057639701026,0.5680942360298973,0.5,0.5
306,1,Many Americans don&apos;t think the war in Iraq was necessary.,"The poll, for the first time, has more than half of Americans, 52 percent, saying the war in Iraq was not worth fighting. An overwhelming majority of respondents also said it found the number of U.S. casualties in Iraq unacceptable.",0.7153443688719876,0.6444444444444445,0.850975623382579,0.14902437661742102,0.8,0.2
308,0,Clinton agrees with Bush&apos;s decision to start the war in 2003.,"Former president Bill Clinton said he agreed with President Bush&apos;s decision to confront Iraq about its potential weapons programmes, but thought the administration erred in starting a war in 2003 rather than allowing UN weapons inspectors longer to carry out their work.",0.62131260127895,0.5333333333333333,0.2158411249276302,0.7841588750723698,0.3,0.7
310,1,There was a missile attack against Iraq in 1998.,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,0.7656458177468377,0.8,0.881579148344295,0.11842085165570487,0.9,0.1
311,1,Ms Gandhi is a member of the Congress.,Congress president Sonia Gandhi has been allotted a separate office here as head of the national advisory panel for India&apos;s ruling coalition.,0.6177525984986851,0.5333333333333333,0.7822034383334229,0.2177965616665771,0.7,0.3
312,1,Next elections in India will take place in 2009.,"Sonia Gandhi can be defeated in the next elections in India if between now and 2009, BJP can make Rural India Shine, if it can make every young man have a job that he can be proud of.",0.4761765373442478,0.5333333333333333,0.6284399914163666,0.37156000858363336,0.7,0.3
313,1,In June there will be a diplomatic meeting between Pakistan and India.,"Under the roadmap agreed by Pakistan and India, the foreign secretaries would meet in New Delhi on June 27-28 followed by a meeting between foreign ministers in August.",0.8604085795534205,0.8,0.9333634241900229,0.06663657580997692,0.9,0.1
314,1,European elections took place on June 13.,"But even in light of this unparalleled decline, the SPD&apos;s result in the June 13 European elections is of a qualitatively different character.",1.0,1.0,1.0,0.0,1.0,0.0
315,1,Schroeder was elected in 1998.,"The debacle marked a new low in the erosion of the SPD&apos;s popularity, which began shortly after Mr Schroeder&apos;s election in 1998. The trend accelerated after the chancellor unveiled Agenda 2010, his package of painful economic reforms, in March 2003.",0.7225255989494002,0.6444444444444445,0.8555841950134812,0.14441580498651882,0.8,0.2
316,0,SPD&apos;s popularity is growing.,"The debacle marked a new low in the erosion of the SPD&apos;s popularity, which began shortly after Mr Schroeder&apos;s election in 1998. The trend accelerated after the chancellor unveiled Agenda 2010, his package of painful economic reforms, in March 2003.",0.46652279618248527,0.5333333333333333,0.6104616818325738,0.3895383181674262,0.7,0.3
317,1,Schroeder&apos;s party didn&apos;t do well at the European elections.,The party of chancellor Gerhard Schroeder scored its worst electoral performance since the war at the June 13 European election and performed poorly at a simultaneous vote in Thuringia state.,0.8607455004243653,0.8,0.9335652733827181,0.06643472661728188,0.9,0.1
320,0,Schroeder doesn&apos;t support Vershoftstadt as a candidate.,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt.",0.5089146309466116,0.4666666666666667,0.3229806921505636,0.6770193078494363,0.4,0.6
321,1,"According to Schroeder, Blair and Berlusconi are actively opposing Verhofstadt.","German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt.",0.8349689331940211,0.8,0.9200309562169444,0.07996904378305561,0.9,0.1
322,1,New members joined the EU.,Turnout for the historic vote for the first time since the EU took in 10 new members in May has hit a record low of 45.3%.,0.7646328590378176,0.8,0.8808702772425546,0.11912972275744545,0.9,0.1
323,0,Most EU citizens voted in the last European election.,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot in the last European elections.",0.4837398057349847,0.4444444444444444,0.3587234171265887,0.6412765828734115,0.5,0.5
325,1,Some people voted for opposition parties to voice their discontent.,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot.",0.7787617235283271,0.8,0.8889878594985828,0.11101214050141721,0.9,0.1
328,1,The SPD got less votes than the opposition in the European election.,"The SPD got just 21.5% of the vote in the European Parliament elections, while the conservative opposition parties polled 44.5%.",0.7219939396218188,0.6444444444444445,0.8551448899560318,0.14485511004396825,0.8,0.2
330,0,In the last three years the German economy has grown considerably.,German Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.,0.7873121439352307,0.6444444444444445,0.10600064072834293,0.8939993592716571,0.2,0.8
336,1,Berni Ahern is the Taoiseach.,"The centre-right European People&apos;s Party (EPP), the largest group in the European Parliament, has warned that it will reject the Taoiseach, Berni Ahern, if he is nominated as the next president of the European Commission.",1.0,1.0,1.0,0.0,1.0,0.0
337,0,The Taoiseach is the president of The European Commission.,"The centre-right European People&apos;s Party (EPP), the largest group in the European Parliament, has warned that it will reject the Taoiseach, Berni Ahern, if he is nominated as the next president of the European Commission.",0.6691724794950017,0.5333333333333333,0.1795552980155453,0.8204447019844546,0.3,0.7
339,1,A famous hotel in Bangkok is accused of discrimination against HIV-positive customers,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, on Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a different conference this month.",0.6718467526542891,0.6444444444444445,0.821086967062788,0.17891303293721192,0.8,0.2
472,1,Jobless claims fall to lowest level since January 2001.,Weekly numbers also showed that refinancing activity sailed to its highest level since January and jobless claims dropped to the lowest level since the recession began in January of 2001.,0.7628805707983103,0.6444444444444445,0.8801541424533916,0.1198458575466083,0.8,0.2
473,1,Jobless claims fell to lowest level since January 2001.,Jobless claims hit lowest level since early 2001.,0.4444262848994536,0.4666666666666667,0.5518832265836432,0.4481167734163568,0.6,0.4
507,1,Aspirin use lowers risk of heart disease.,"if you are at risk of heart problems, it is now recommended that you talk to your doctor about taking aspirin to prevent a first heart attack.",0.44981140733426916,0.4444444444444444,0.4310925361812112,0.5689074638187889,0.5,0.5
539,0,Michael Bush urged council members to not spend more money.,"Council Member Michael Bush at large also voted against the pay hike, saying he felt that council members do not need more money.",0.61267110862811,0.5333333333333333,0.2213505873245944,0.7786494126754054,0.3,0.7
550,0,Two sides near agreement on Chechnya&apos;s fate.,"There are two sides to the bloody conflict in Chechnya, but only one is legitimate.",0.7374088235393101,0.6444444444444445,0.13579501826805285,0.8642049817319472,0.2,0.8
553,0,North Korea threatened to develop a &quot;nuclear deterrent&quot; unless the United States ends its &quot;hostile policy&quot;.,North Korea said Friday the United States had put multilateral nuclear crisis talks in jeopardy by refusing to give up its hostile policy toward the communist state.,0.5220411280070532,0.4666666666666667,0.30768399060879115,0.6923160093912087,0.4,0.6
554,0,U.N. weapons inspectors will go back to Iraq.,"U.N. weapons inspectors left Iraq the day before the invasion began in March, and the United States has expressed no interest in letting them return now that its troops control the country.",0.6919826436059462,0.6444444444444445,0.1639485816868047,0.8360514183131952,0.2,0.8
604,1,"27,845 Cubans are allowed to immigrate to the United States each year.","The ceiling now on legal immigration from Cuba is 27,845 a year, but only about 3,000 Cubans a year have been able to meet the stiff U.S. visa requirements.",0.509827040979549,0.4666666666666667,0.6770167583823666,0.3229832416176333,0.6,0.4
605,1,"13,670 islands make up Indonesia.","According to the Encyclopedia Britannica, Indonesia is the largest archipelagic nation in the world, consisting of 13,670 islands.",0.8662564164729173,0.8,0.9362322418598603,0.06376775814013987,0.9,0.1
610,1,The Argentinian name for the Falklands is Malvinas.,"More than 1000 servicemen died in the battle for the Falklands, most of them Argentine. Argentina still lays claim to the islands, which it calls the Malvinas, and President Carlos Menem regularly vows to recover them by 2000.",0.8629977332367296,0.8,0.9345611886287706,0.06543881137122964,0.9,0.1
618,1,The reunification of East and West Germany took place in 1989.,"It is perhaps no surprise, then, that the chasm between east and west Germans is as wide as it was before the heady, history days of November, 1989, when they were no longer divided by cement and electrified wire.",0.5536331551664143,0.4666666666666667,0.7255618475611646,0.2744381524388354,0.6,0.4
621,1,Erich Honeker built the Berlin Wall.,"Although Honecker led the Communist East German state between 1971 and 1989, he will be remembered most for what he did long before -- building the Berlin Wall.",0.509827040979549,0.4666666666666667,0.6770167583823666,0.3229832416176333,0.6,0.4
634,1,The first atomic bomb exploded in Hiroshima.,"Under unprecedented public pressure, the museum has drastically altered its original plans for its exhibit marking the 50th anniversary of the Enola Gay&apos;s only mission: the dropping of the first atomic bomb on Hiroshima, Japan, on Aug. 6, 1945.",0.6222002392443812,0.6444444444444445,0.7844162723668646,0.2155837276331353,0.8,0.2
644,0,A huge methane deposit has been located in the Barents Sea.,"This autumn, the people of Ust-Usa watched helplessly as thousands of tons of oil began oozing into the vast watery network that flows from the desecrated oil fields of Usinsk into the Pechora, then 450 miles north through the tundra to the Barents Sea.",0.775997425605905,0.6444444444444445,0.11258538123315862,0.8874146187668414,0.2,0.8
645,0,Port-au-Prince is the capital of Haiti.,"U.S. forces have disarmed Haitian paramilitaries, removed heavy weapons from the Haitian army, restored electric power to two cities, seized control of the country&apos;s radio and television broadcasting facilities, allowed the Haitian Parliament to reopen and restored the mayor of Port-au-Prince to his office -- &quot;in less than three weeks,&quot; Clinton noted.",0.7467578299495558,0.6444444444444445,0.12993810791909471,0.8700618920809055,0.2,0.8
656,1,"The Chernobyl disaster took place on the 26th of April, 1986.","The Chernobyl nuclear-power plant is in Ukraine, but the reactor that exploded during the night of April 26, 1986, is only 10 miles from the Belarusian border.",0.5699867572230031,0.5333333333333333,0.7400727844140856,0.2599272155859143,0.7,0.3
689,1,After World War I Warsaw regained its status as the national capital of Poland.,"After World War I ( 1914-18 ), Warsaw again became the capital of an independent Poland.",0.5511758558732125,0.5333333333333333,0.7233121292031685,0.27668787079683155,0.7,0.3
692,1,Warsaw became a town in Prussia.,"The national insurrection of 1794, led by Tadeusz Kosciuszko against the Russo-Prussian second partition, was brutally crushed; the ensuing third partition of Poland among Russia, Prussia, and Austria left Warsaw a provincial town of South Prussia.",0.632095944452126,0.6444444444444445,0.7934175491213138,0.20658245087868635,0.8,0.2
696,1,The National Philharmonic orchestra draws large crowds.,"In terms of music, the National Philharmonic Orchestra draws large crowds.",0.736914456657324,0.6444444444444445,0.8640867789206109,0.1359132210793889,0.8,0.2
704,1,The Turks held Buda between 1541 and 1686.,In 1541 the Turks took the Buda and held it until 1686; the city changed very little during this time.,0.8721936934416104,0.8,0.9394551744606203,0.060544825539379704,0.9,0.1
711,1,"It is the most fashionable district of Budapest, where Hungary&apos;s elite have houses.","It is the most fashionable district of Budapest, where Hungary&apos;s wealthy have houses.",0.6365293521815273,0.6444444444444445,0.7963636892467135,0.20363631075328656,0.8,0.2
715,1,"Buda features many hills, while Pest is relatively flat.","The city has marked topographical contrasts: Buda is built on the higher river terraces and hills of the western side, while the considerably larger Pest spreads out on a flat and featureless sand plain on the river&apos;s opposite bank.",0.8347113174740148,0.8,0.919771025872342,0.08022897412765784,0.9,0.1
716,1,"Pest is on the opposite, east bank.","The city has marked topographical contrasts: Buda is built on the higher river terraces and hills of the western side, while the considerably larger Pest spreads out on a flat and featureless sand plain on the river&apos;s opposite bank.",0.45255938555201847,0.4444444444444444,0.5751837539845457,0.4248162460154544,0.5,0.5
722,0,"Budapest, the capital of Hungary, is one of the largest cities of Eastern Europe.","Budapest, capital of Hungary, and administrative centre of Budai jaras ( district ) and Pest megye ( county).",0.6250019805264082,0.5333333333333333,0.21218966182532306,0.787810338174677,0.3,0.7
724,1,"During the Mexican Revolution, the city became a battlefield.",In the early 20th century the city was the site of fighting during the Mexican Revolution.,0.6101251791919209,0.6444444444444445,0.7758145118056445,0.22418548819435544,0.8,0.2
725,1,It soon became the most important city of the Americas.,"It soon became the most important city of the Americas, with jurisdiction extending well into the present United States and as far south as Panama.",1.0,1.0,1.0,0.0,1.0,0.0
726,1,Cortes quickly destroyed Tenochtitlan and built a Spanish city in its place.,Cortes razed Tenochtitlan in 1521 and constructed a Spanish city on its ruins.,0.46068663418556816,0.4666666666666667,0.40274851671308676,0.5972514832869132,0.4,0.6
727,0,"Led by Hernan Cortes, the Spaniards fought a war against the Aztec.","When the Spaniards led by Hernan Cortes arrived in 1519, Tenochtitlan had about 100,000 inhabitants.",0.747679949245222,0.6444444444444445,0.12912447368124874,0.8708755263187513,0.2,0.8
729,0,"In 1519, Aztec culture was forever changed when the Spaniards arrived.","When the Spaniards led by Hernan Cortes arrived in 1519, Tenochtitlan had about 100,000 inhabitants.",0.7204054412753789,0.6444444444444445,0.14592307201619528,0.8540769279838046,0.2,0.8
731,0,"Tenochtitlan quickly spread over the island, marshes, and swamps.",The city Tenochtitlan grew rapidly and was the center of the Aztec&apos;s great empire.,0.5615661461962819,0.4666666666666667,0.265886765432288,0.734113234567712,0.4,0.6
734,0,The Aztecs arrived in the Valley of Mexico in the 13th century.,The Aztec Indians founded a city on the site of modern-day Mexico City in the 14th century.,0.7799214742984057,0.6444444444444445,0.11019895717899694,0.889801042821003,0.2,0.8
736,1,"The city&apos;s products include chemicals, plastics, cement, yarns, and textiles.","The city&apos;s main industries are construction and the production of chemicals, plastics, cement, and yarns and textiles.",0.8433246606287937,0.8,0.9242033688634781,0.07579663113652196,0.9,0.1
739,1,Plaza Mexico is the largest bullring in the world.,The Plaza Mexico bullring is the largest in the world.,0.7598067548876268,0.8,0.8779628022684965,0.12203719773150347,0.9,0.1
741,1,The most popular spectator sports are soccer and bullfighting.,The most popular spectator sports are football ( soccer ) and bullfighting.,0.7667675211053356,0.8,0.8819255170928912,0.11807448290710873,0.9,0.1
742,0,The downtown Palace of Fine Arts is the traditional concert and opera hall.,"The Palace of Fine Arts is the home of the famous Mexican Ballet Folklorico, which is known for its colorful costumes as well as its dancing.",0.884544146321674,0.8,0.05446165165339866,0.9455383483466013,0.1,0.9
743,1,Mexico City has always been one of the prominent cultural centres of Latin America.,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican.",1.0,1.0,1.0,0.0,1.0,0.0
747,1,People known as mestizos are of mixed European and Indian descent.,"The city was traditionally inhabited by mestizos ( people of mixed European and Indian descent ) and criollos ( Mexicans of European descent ), but steady immigration from the countryside has given it a more Indian character.",1.0,1.0,1.0,0.0,1.0,0.0
749,1,Nearby are two volcanoes that can only be seen from the city on days when wind has cleared out the pollution.,"Toward the east , the city ends in a plain that meets the Sierra Nevada , with its two extinct volcanoes, Ixtacihuatl ( 17,342 feet ) and Popocatepetl ( 17,883 feet ), which were once a familiar sight from Mexico City but are now usually obscured by pollution.",0.523397125439409,0.5333333333333333,0.6929497954109061,0.30705020458909377,0.7,0.3
751,1,At the southeastern tip of the city lies a small town called Xochimilco.,"At the southeastern tip of the city, Xochimilco, another small town subsumed by the city, is a popular tourist destination because of its chinampas, or &quot;floating gardens,&quot; boats made out of reeds on which the Indians have grown plants since pre-Columbian times.",1.0,1.0,1.0,0.0,1.0,0.0
754,1,Poor air circulation out of the mountain-walled Mexico City aggravates pollution.,Mexico City has a very bad pollution problem because the mountains around the city act as walls and block in dust and smog.,1.0,1.0,1.0,0.0,1.0,0.0
755,0,The Alameda Central is west of the Zocalo.,The Alameda Central ( Central Mall ) roughly marks the western edge of the old colonial city.,0.550873293560703,0.4666666666666667,0.2763562117922917,0.7236437882077085,0.4,0.6
756,0,"Air pollution -- made up mostly of ozone, suspended particles, and sulfur dioxide -- has affected the climate by partially blocking the Sun&apos;s rays.",Mexico City has a very bad pollution problem because the mountains around the city act as walls and block in dust and smog.,0.7788161616229373,0.6444444444444445,0.11097526675533112,0.8890247332446689,0.2,0.8
758,0,"Spanish Mexico, or Ciudad de Mexico, ancient ( Nahua, or Aztec ) Tenochtitlan city, capital of Mexico.","The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world.",0.6406561902525753,0.5333333333333333,0.20027928066430248,0.7997207193356974,0.3,0.7
759,1,"Mexico City is about 7,350 feet (2,240 meters) above sea level.","Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres).",0.6597316392757147,0.6444444444444445,0.8133068964660674,0.18669310353393265,0.8,0.2
760,1,The Alameda Central is west of the Zocalo.,"The Alameda Central, west of the Zocalo, was created in 1592.",1.0,1.0,1.0,0.0,1.0,0.0
807,1,"Witnesses said the gunman was wearing gray pants and a tan jacket, and carrying a gray bag.",Witnesses said the gunman was wearing gray pants and a tan jacket and was carrying a gray bag.,0.8727639152902372,0.8,0.9395723398382608,0.06042766016173907,0.9,0.1
821,1,Last year a 12-year-old boy in Nagasaki was accused of murdering a four-year-old boy by pushing him off a roof.,"Last July, a 12-year-old boy in Nagasaki - a city just north of Sasebo - was accused of kidnapping, molesting and killing a 4-year-old by shoving him off the roof of a car garage.",1.0,1.0,1.0,0.0,1.0,0.0
822,1,Satomi Mitarai bled to death.,Satomi Mitarai died of blood loss.,1.0,1.0,1.0,0.0,1.0,0.0
825,1,"A car bomb exploded outside a U.S. base in the northern town of Beiji, killing 11 Iraqis.","A car bomb that exploded outside a U.S. military base near Beiji, killed 11 Iraqis.",0.46676418571308087,0.4666666666666667,0.3898421465491967,0.6101578534508033,0.4,0.6
828,0,Jennifer Hawkins is Australia&apos;s 20-year-old  beauty queen.,Jennifer Hawkins is the 21-year-old beauty queen from Australia.,0.7022250973289954,0.6444444444444445,0.15777315003013004,0.84222684996987,0.2,0.8
